"","x"
"350",0.589049686774458
"351",0.35444482294071
"352",0.468658098256129
"353",0.171464822591995
"354",0.168739656465413
"355",0.591342671677648
"356",0.967109842045703
"357",0.554488640927991
"358",0.375131321446266
"359",0.94586692759584
"360",0.474052597248653
"361",0.288044653577444
"362",0.113261556663409
"363",0.797422734248823
"364",0.348183510260095
"365",0.592687835514265
"366",0.175856228379225
"367",0.993279692384564
"368",0.426526429021843
"369",0.974668190600531
"370",0.932979417922791
"371",0.664595727562863
"372",0.757771215509465
"373",0.722315416294351
"374",0.296628884338013
"375",0.873386142641989
"376",0.982947517489836
"377",0.141058482215699
"378",0.219901896582443
"379",0.549792073293114
"380",0.131367665016444
"381",0.995753745509873
"382",0.47731244597336
"383",0.874696226347023
"384",0.182115507982417
"385",0.114770800930706
"386",0.315360995203747
"387",0.935564889837544
"388",0.0293580719671717
"389",0.64454018201574
"390",0.224818135299079
"391",0.0549166183936119
"392",0.017193058218914
"393",0.0991072232240541
"394",0.219976953274628
"395",0.853519204839783
"396",0.474910399924103
"397",0.386205874142469
"398",0.51496027564391
"399",0.746048289929663
"400",0.239239229823464
"401",0.434434194481335
"402",0.404935227827394
"403",0.518268559667507
"404",0.638682352781296
"405",0.406937920380928
"406",0.392672511344538
"407",0.115157024173551
"408",0.22991925227894
"409",0.469300658289188
"410",0.0761531756348255
"411",0.0113135901675399
"412",0.369846280343272
"413",0.0387271809742931
"414",0.364231493267711
"415",0.124398151748594
"416",0.926410605308928
"417",0.335567267876888
"418",0.6832439052999
"419",0.237102990719146
"420",0.00340461491987892
"421",0.57734427425209
"422",0.726227612787877
"423",0.923623396793365
"424",0.738391527109705
"425",0.375361916943122
"426",0.604316461412561
"427",0.123130146599462
"428",0.0998397802278139
"429",0.555445836223051
"430",0.999467331852843
"431",0.875668747022529
"432",0.790974890207218
"433",0.292983935079958
"434",0.516577073711508
"435",0.488013923374727
"436",0.49522225804705
"437",0.372800217039909
"438",0.956840096504532
"439",0.143682250584929
"440",0.882029691207023
"441",0.492401702125759
"442",0.919239788505317
"443",0.748840958324468
"444",0.433145139576872
"445",0.841797960763089
"446",0.945502471226794
"447",0.628470583008602
"448",0.110375575789144
"449",0.105080568136435
"450",0.832383129865722
"451",0.472507609748021
"452",0.484314553206885
"453",0.378489862901585
"454",0.193086182343297
"455",0.863529912754953
"456",0.545664632294551
"457",0.188231389503462
"458",0.35199448594758
"459",0.134700671000719
"460",0.932170167892889
"461",0.365744392045224
"462",0.688405562910912
"463",0.270973084074509
"464",0.0885478507632864
"465",0.274370387645647
"466",0.0969517606881908
"467",0.964053967424557
"468",0.349205800819899
"469",0.808086091681362
"470",0.0911340984698362
"471",0.0633875542151864
"472",0.296571857587352
"473",0.33292713989337
"474",0.787198331549566
"475",0.179572394486033
"476",0.189987491093022
"477",0.650543896429564
"478",0.429774552859604
"479",0.835283576043934
"480",0.282978489603621
"481",0.40556051787824
"482",0.355363222592334
"483",0.034897375804759
"484",0.67712381513164
"485",0.793497015881231
"486",0.309297656580295
"487",0.142688025434244
"488",0.00562276106039252
"489",0.768504602819995
"490",0.552511459631111
"491",0.0794567066530977
"492",0.63321486183898
"493",0.869813831896767
"494",0.861063421038525
"495",0.404358369350147
"496",0.940039510703681
"497",0.849735937864829
"498",0.319858042320144
"499",0.987273897861524
"500",0.0625272192733553
"501",0.921679276054825
"502",0.639600035780114
"503",0.275624590592585
"504",0.170044388790298
"505",0.0724380060432905
"506",0.467519808661915
"507",0.0809395269675084
"508",0.608338191232755
"509",0.611227764684279
"510",0.447295456221486
"511",0.265171542120512
"512",0.342441245598028
"513",0.696985825305518
"514",0.639913536225423
"515",0.440290518698321
"516",0.546396949948381
"517",0.253203239090194
"518",0.0304100647357137
"519",0.515139267016441
"520",0.99486583317201
"521",0.994125428377643
"522",0.0243718983674581
"523",0.159883250841046
"524",0.771060392549448
"525",0.0216617372463192
"526",0.271352501676831
"527",0.188096654584933
"528",0.587500018911671
"529",0.517455958738583
"530",0.777795562677955
"531",0.786172492650331
"532",0.740723214989724
"533",0.606934637654728
"534",0.529680430921032
"535",0.549900695786195
"536",0.959170454921418
"537",0.0163698169283119
"538",0.974370389461727
"539",0.271350213416994
"540",0.0708247968276605
"541",0.504429087335904
"542",0.665056913899962
"543",0.713861338810363
"544",0.971265352644336
"545",0.393743016945417
"546",0.513519988836533
"547",0.502296938135158
"548",0.350480351304863
"549",0.915941729473481
"550",0.0382769642214411
"551",0.473486034078029
"552",0.565567830679844
"553",0.0345480226956987
"554",0.376556556682066
"555",0.985020743766934
"556",0.493744323917107
"557",0.0235199541773593
"558",0.840218306638146
"559",0.694466082420596
"560",0.625122619516341
"561",0.579861637607551
"562",0.206270592100453
"563",0.454686585322525
"564",0.196736682750217
"565",0.92874589088848
"566",0.0623468751546243
"567",0.903617970376547
"568",0.557674272082252
"569",0.242933515435106
"570",0.689478487156804
"571",0.924516574364028
"572",0.0496595812324403
"573",0.47360736400349
"574",0.641742093788569
"575",0.352267082700555
"576",0.1098521864099
"577",0.950848749590307
"578",0.138048788626884
"579",0.954741245815073
"580",0.608475580420938
"581",0.550130617936751
"582",0.88748698928821
"583",0.905513496094356
"584",0.723440511374423
"585",0.00265667712197298
"586",0.910243035811919
"587",0.732592356303265
"588",0.983371179904626
"589",0.100882287009146
"590",0.154828283228545
"591",0.666256146456728
"592",0.372974244928189
"593",0.226354252416796
"594",0.807780366849151
"595",0.852813938850329
"596",0.965286443544572
"597",0.995934660995071
"598",0.850404347224677
"599",0.387976205876997
"600",0.98112005935312
"601",0.095770306615824
"602",0.357397886056668
"603",0.837237531550029
"604",0.513225356523164
"605",0.674045273513321
"606",0.0410878241422564
"607",0.0812595406180168
"608",0.238471300252798
"609",0.231594175126643
"610",0.0254724582170494
"611",0.615304608783999
"612",0.547322923116081
"613",0.973897687785286
"614",0.0411280060595095
"615",0.787571272733935
"616",0.369705436413589
"617",0.71486191884139
"618",0.338212201485462
"619",0.076551334709204
"620",0.493122942161909
"621",0.204674236100135
"622",0.564675184428772
"623",0.506894315713109
"624",0.425617876244969
"625",0.241765290801483
"626",0.937957371668485
"627",0.188012392699327
"628",0.851684807883401
"629",0.0341740049023047
"630",0.565005635412613
"631",0.178780398140196
"632",0.602580200721487
"633",0.239054162501735
"634",0.345470771703425
"635",0.613349733596752
"636",0.303648581463093
"637",0.318979754736571
"638",0.13307189984868
"639",0.435373007794897
"640",0.526041170181939
"641",0.759451089734225
"642",0.769040142700652
"643",0.637651427928877
"644",0.703262226344956
"645",0.281043972198951
"646",0.826430890588033
"647",0.459713887529001
"648",0.438801079473586
"649",0.172865138426707
"650",0.415916005642424
"651",0.129707403981773
"652",0.518024480015152
"653",0.24813042593806
"654",0.211089073600114
"655",0.411856236412814
"656",0.318530688632897
"657",0.116135505779904
"658",0.524577051292708
"659",0.873944803539629
"660",0.409747402875492
"661",0.694740484076936
"662",0.160842868506411
"663",0.889248676019913
"664",0.574450940119563
"665",0.482216380520341
"666",0.154737936546176
"667",0.400201828242962
"668",0.42502545489999
"669",0.438475212460002
"670",0.746477488592155
"671",0.295738436474139
"672",0.880900834980287
"673",0.29389336842243
"674",0.846760166307838
"675",0.446805771410219
"676",0.116950538392359
"677",0.890235726260631
"678",0.144762564410667
"679",0.6288938598558
"680",0.972813552742571
"681",0.757856029203761
"682",0.977984420669278
"683",0.163723188801395
"684",0.933852198595326
"685",0.297909315660072
"686",0.373394563894539
"687",0.998323256882108
"688",0.638753710725436
"689",0.459800010662993
"690",0.410625932602963
"691",0.910605631863901
"692",0.131794588457616
"693",0.916952356147976
"694",0.693036539817377
"695",0.0252115891449876
"696",0.306914710096666
"697",0.240463279801484
"698",0.821491035390745
"699",0.237066207198372
"700",0.735939622234834
"701",0.933607490300159
"702",0.627790983341029
"703",0.170192340574715
"704",0.871333195450699
"705",0.840989306314044
"706",0.0460023133692285
"707",0.310369641587259
"708",0.964206421222835
"709",0.42017687537945
"710",0.582204959104892
"711",0.75341633992324
"712",0.178391552758331
"713",0.80195894953773
"714",0.739550850161103
"715",0.460182796393807
"716",0.958420311751393
"717",0.353582526633304
"718",0.539619999287231
"719",0.490665132701215
"720",0.289239643959379
"721",0.391558886434658
"722",0.891776082759211
"723",0.476464133010411
"724",0.159223268554515
"725",0.601681211231606
"726",0.866639973126907
"727",0.360684220201558
"728",0.745682073360741
"729",0.180499567663013
"730",0.570978140271933
"731",0.600325344634691
"732",0.147100901934658
"733",0.229324017408129
"734",0.854478661386323
"735",0.909792435354121
"736",0.496934183742021
"737",0.249699098371561
"738",0.0658592147725168
"739",0.656244057855678
"740",0.562681171337002
"741",0.014579918569829
"742",0.378945953972274
"743",0.975655913256229
"744",0.909480066000212
"745",0.890191193203793
"746",0.233639946476643
"747",0.794682219458728
"748",0.475416798252279
"749",0.645055926632723
"750",0.580512422616904
"751",0.431446301759596
"752",0.687917955880556
"753",0.912291561083099
"754",0.171302634609012
"755",0.511755690676021
"756",0.219160045909608
"757",0.583761908514093
"758",0.812755812542854
"759",0.12248236929672
"760",0.903309617351718
"761",0.251015705992004
"762",0.695431459851108
"763",0.987595792318195
"764",0.12754091551664
"765",0.983787411761372
"766",0.728003275879116
"767",0.43387698132481
"768",0.293874079332636
"769",0.958104750754643
"770",0.227816169193538
"771",0.0411986496791503
"772",0.422708087037579
"773",0.362330614772768
"774",0.547025237461289
"775",0.459535367871411
"776",0.783674995804729
"777",0.501024674047386
"778",0.0773929579813053
"779",0.759917351779959
"780",0.505771756624709
"781",0.845672544858651
"782",0.686515383916638
"783",0.40751315370009
"784",0.375669577063873
"785",0.928730452352327
"786",0.228503163097569
"787",0.0396722904948676
"788",0.68024924558753
"789",0.031323598691969
"790",0.874214656150312
"791",0.272932385838478
"792",0.113764408049138
"793",0.799944743973161
"794",0.452463514813313
"795",0.984082849203202
"796",0.863715249228938
"797",0.251524090365806
"798",0.526958544447286
"799",0.666516313777147
"800",0.023848626334872
"801",0.866387181882156
"802",0.122812728545277
"803",0.657937598775182
"804",0.590806787673259
"805",0.950808289207571
"806",0.64791376246978
"807",0.635408083456131
"808",0.713441838476653
"809",0.783644490330175
"810",0.279188638642944
"811",0.444448995559706
"812",0.729671335344292
"813",0.338839209826662
"814",0.641975483253481
"815",0.173775917996121
"816",0.965107527609179
"817",0.931349694958968
"818",0.444421407453464
"819",0.846477407427383
"820",0.873763931360935
"821",0.72342714363426
"822",0.903843321129702
"823",0.592327216660343
"824",0.870490242249804
"825",0.174138615096615
"826",0.702466907039779
"827",0.629140653382459
"828",0.118168919874856
"829",0.833054522717792
"830",0.0880303636415595
"831",0.690307244206009
"832",0.655957294287677
"833",0.164049729161282
"834",0.0334889388362316
"835",0.588447386889757
"836",0.0603963948791291
"837",0.808069916468965
"838",0.713738389780414
"839",0.30668405918611
"840",0.283876407141091
"841",0.738754988360462
"842",0.123267779328527
"843",0.0639023689064682
"844",0.413930105302565
"845",0.17439531975929
"846",0.502944473759663
"847",0.495472404801037
"848",0.549294244996287
"849",0.831510897742249
"850",0.215476885413102
"851",0.609106125925696
"852",0.64754695311397
"853",0.566502640702842
"854",0.366693374471185
"855",0.41798218692907
"856",0.920728851010025
"857",0.537850926700973
"858",0.400715999390269
"859",0.428165362767022
"860",0.494013026344274
"861",0.515483170025148
"862",0.642461838120487
"863",0.444628513595215
"864",0.020388126931606
"865",0.328161453214088
"866",0.221284557333012
"867",0.693054153457661
"868",0.84922114831926
"869",0.660600622861254
"870",0.588718854413977
"871",0.976454032583059
"872",0.551695424449785
"873",0.274515685626073
"874",0.0753611592655515
"875",0.0369749257474235
"876",0.803911731577242
"877",0.68849236451348
"878",0.700750524500098
"879",0.899995017563333
"880",0.849822410244827
"881",0.37884609895095
"882",0.407016269764467
"883",0.348865330666611
"884",0.277943365217912
"885",0.113808756704085
"886",0.337973510000503
"887",0.348449244561865
"888",0.902931379735238
"889",0.876652178608955
"890",0.371463213918321
"891",0.849820700802039
"892",0.443369239130596
"893",0.381031344720625
"894",0.176920228225486
"895",0.764450728862982
"896",0.546200947501344
"897",0.0543806873574272
"898",0.349204196616574
"899",0.669811244496083
"900",0.458996836116627
"901",0.444773131244419
"902",0.357473661729965
"903",0.357671499348354
"904",0.688842703893264
"905",0.721729353555006
"906",0.263771523843398
"907",0.499357202246826
"908",0.39168453164378
"909",0.450951248869565
"910",0.679091872725835
"911",0.356429421291455
"912",0.725938589831041
"913",0.834812811053017
"914",0.172750340798561
"915",0.645111343126461
"916",0.35386235510693
"917",0.446912124735579
"918",0.593557587059766
"919",0.459636481109682
"920",0.410928148676957
"921",0.161657730686814
"922",0.361765359644856
"923",0.629883331069839
"924",0.235152451304661
"925",0.214681594978928
"926",0.918648030727751
"927",0.0975526472907164
"928",0.618624152964521
"929",0.449613331189099
"930",0.241685274815999
"931",0.95880911242977
"932",0.583653776362405
"933",0.684571781459173
"934",0.434283601465783
"935",0.298575275175597
"936",0.189470766724574
"937",0.492055283148818
"938",0.0149495801013629
"939",0.175026401705915
"940",0.79708963970554
"941",0.514924567335176
"942",0.310075535471207
"943",0.11760560608908
"944",0.0266535365007128
"945",0.423024995658255
"946",0.71644658348238
"947",0.854753997624977
"948",0.578858148124454
"949",0.76679115301545
"950",0.837689812113951
"951",0.604803191602609
"952",0.709868163809358
"953",0.905711185166776
"954",0.989327130503216
"955",0.241773640109356
"956",0.701315564026809
"957",0.198812868770809
"958",0.543650153852435
"959",0.340343171166027
"960",0.0926293212084458
"961",0.396523894329366
"962",0.10043357760206
"963",0.0376465467735517
"964",0.357701248123226
"965",0.582308925915871
"966",0.0289506057195386
"967",0.544739880090891
"968",0.322447447210596
"969",0.554482598040748
"970",0.236059715130938
"971",0.709788789970866
"972",0.790518574687762
"973",0.485644665937587
"974",0.978672800847126
"975",0.423628108121998
"976",0.776994657764974
"977",0.509483281484915
"978",0.725883930502647
"979",0.877927796389716
"980",0.0513747572435826
"981",0.181987642034352
"982",0.690660947523332
"983",0.468037327914275
"984",0.00860157105764403
"985",0.515439292153818
"986",0.645446202060572
"987",0.233638690122341
"988",0.0302328065547001
"989",0.489097901023908
"990",0.00113340247842373
"991",0.672351817809843
"992",0.817801438523162
"993",0.929197177731097
"994",0.737579470073229
"995",0.712172264048796
"996",0.979772451725777
"997",0.587535121394999
"998",0.693233182083099
"999",0.421785542068683
"1000",0.266407967980035
"1001",0.854694027894632
"1002",0.382206691178822
"1003",0.269898180302249
"1004",0.719729460091801
"1005",0.0566140154546937
"1006",0.773397541240031
"1007",0.586945191803865
"1008",0.030518550324361
"1009",0.800367347939719
"1010",0.658221933919281
"1011",0.385832396050571
"1012",0.204573023675997
"1013",0.643577033240415
"1014",0.999254115768615
"1015",0.00867216671416653
"1016",0.732575551516733
"1017",0.430330080787731
"1018",0.63987306978909
"1019",0.833265627959154
"1020",0.730260165043334
"1021",0.689391072278248
"1022",0.345830426638368
"1023",0.917039739827222
"1024",0.486519675730968
"1025",0.919944544129939
"1026",0.0654334471027968
"1027",0.513334694272069
"1028",0.248487485276679
"1029",0.757617233876323
"1030",0.150019146620707
"1031",0.176430119196736
"1032",0.455690713227322
"1033",0.419438920895068
"1034",0.46832816136241
"1035",0.121797508587299
"1036",0.143533075973827
"1037",0.456907949648577
"1038",0.730705307484536
"1039",0.876463840016294
"1040",0.950522225994229
"1041",0.367863017509258
"1042",0.544167474733063
"1043",0.564152154074423
"1044",0.441531089875115
"1045",0.446635328648616
"1046",0.0806876130287262
"1047",0.304704389395015
"1048",0.239246297631322
"1049",0.985603665154863
"1050",0.216871536943243
"1051",0.518837145205341
"1052",0.96776486317629
"1053",0.938828649186206
"1054",0.109439318025031
"1055",0.773720207763208
"1056",0.586853987373303
"1057",0.753318996679198
"1058",0.705319693245237
"1059",0.177069073614019
"1060",0.837752798398474
"1061",0.239754280139385
"1062",0.707834939238573
"1063",0.222704877513342
"1064",0.810636080201809
"1065",0.845803255531858
"1066",0.522661447189129
"1067",0.956418306979662
"1068",0.744023136201268
"1069",0.751782604355628
"1070",0.208711397471561
"1071",0.358892091790905
"1072",0.727072196269133
"1073",0.551414608308452
"1074",0.135092701971828
"1075",0.923293652683441
"1076",0.211042674172615
"1077",0.669382616734396
"1078",0.820953005153228
"1079",0.154394286391578
"1080",0.164436679301482
"1081",0.349617283862274
"1082",0.654492651995097
"1083",0.231130885397259
"1084",0.0471447045085484
"1085",0.687710486057295
"1086",0.973217101381328
"1087",0.27164379752668
"1088",0.0430414988545618
"1089",0.297581723836874
"1090",0.129846216231019
"1091",0.740222346855653
"1092",0.811602869051849
"1093",0.370865660519685
"1094",0.0903730103956152
"1095",0.774210551019614
"1096",0.628541885539042
"1097",0.0499701875925054
"1098",0.949910313462433
"1099",0.387152302415966
"1100",0.899333761227368
"1101",0.813084195524673
"1102",0.42218302407147
"1103",0.880819119796565
"1104",0.337686231876718
"1105",0.723623893933414
"1106",0.97373215868217
"1107",0.778081784681815
"1108",0.384386544590149
"1109",0.284518395807683
"1110",0.392810458395009
"1111",0.528061968579796
"1112",0.464286359210043
"1113",0.883302394413441
"1114",0.597641623764585
"1115",0.826998360866952
"1116",0.890782409882878
"1117",0.266303031662141
"1118",0.343667411541189
"1119",0.45918153370325
"1120",0.968852234565336
"1121",0.689273952862647
"1122",0.56262537532927
"1123",0.245677746202715
"1124",0.11052470988771
"1125",0.658716749852882
"1126",0.800854740765858
"1127",0.314571817506018
"1128",0.269750277412273
"1129",0.898411518472683
"1130",0.961652041981588
"1131",0.144513006252617
"1132",0.0394327985380607
"1133",0.125188431666722
"1134",0.567583012736248
"1135",0.120462071484806
"1136",0.491261470723746
"1137",0.560050336556898
"1138",0.45969251507036
"1139",0.587552559946618
"1140",0.0379095988659876
"1141",0.0644344787256755
"1142",0.965384699950506
"1143",0.469975905885853
"1144",0.672428558799104
"1145",0.124041874255369
"1146",0.849370021647474
"1147",0.945014866059083
"1148",0.488659376096046
"1149",0.457019017329369
"1150",0.480698768318717
"1151",0.510387422586229
"1152",0.626257560539841
"1153",0.76124423188962
"1154",0.564698956440312
"1155",0.295046272332221
"1156",0.5146917315416
"1157",0.838847816412427
"1158",0.662226126467652
"1159",0.264457600394584
"1160",0.269604276283221
"1161",0.30699393538919
"1162",0.498131567623257
"1163",0.860229281409861
"1164",0.0190085451338342
"1165",0.467213414674355
"1166",0.508501180758607
"1167",0.933641933872687
"1168",0.92313053244645
"1169",0.801310418329275
"1170",0.147413079901755
"1171",0.217166573916318
"1172",0.0523219259186141
"1173",0.878132718579771
"1174",0.939362184860444
"1175",0.696763673645787
"1176",0.702318786220295
"1177",0.522422083754852
"1178",0.174251012706202
"1179",0.666913651424917
"1180",0.643727304018318
"1181",0.768482241762323
"1182",0.546443483486347
"1183",0.30027925203145
"1184",0.603594934994685
"1185",0.175908464871654
"1186",0.988485676266182
"1187",0.872686540025784
"1188",0.0844221150165607
"1189",0.22902599647717
"1190",0.640864707259694
"1191",0.459367084381453
"1192",0.698703721710224
"1193",0.307996615087212
"1194",0.838986594202733
"1195",0.664707615273279
"1196",0.587611902896797
"1197",0.382019300672655
"1198",0.2375400907233
"1199",0.0232666274220636
"1200",0.787901020103488
"1201",0.0149032654242277
"1202",0.384858416458078
"1203",0.461696536155705
"1204",0.894981574369735
"1205",0.509549971639757
"1206",0.661217756853685
"1207",0.353410583510855
"1208",0.0929516007670472
"1209",0.459335080408699
"1210",0.778856913376838
"1211",0.377361918439758
"1212",0.645788406802362
"1213",0.802578031391556
"1214",0.0222770663353856
"1215",0.103408427149592
"1216",0.637885030666684
"1217",0.690975708979557
"1218",0.0321629588499453
"1219",0.967969420753514
"1220",0.72792035928913
"1221",0.536927421072727
"1222",0.348702271896917
"1223",0.473453031261695
"1224",0.677591986388879
"1225",0.683449306189815
"1226",0.672647581214613
"1227",0.0493374357843055
"1228",0.803907654246526
"1229",0.887934022780124
"1230",0.63009531361717
"1231",0.982813115053505
"1232",0.037031672635617
"1233",0.221718643111295
"1234",0.385002361226642
"1235",0.222167363228592
"1236",0.0283922777697588
"1237",0.711130076245484
"1238",0.368367652377929
"1239",0.960195993469087
"1240",0.553598386779236
